User ID,Activity Level,Home Type,Grooming Preference,Time Available,Experience Level,Pet ID,Pet Description,Pet Temperament,Pet Popularity,Pet Min Height,Pet Max Height,Pet Min Weight,Pet Max Weight,Pet Min Expectancy,Pet Max Expectancy,Pet Group,Grooming Frequency Value,Grooming Frequency Category,Shedding Value,Shedding Category,Energy Level Value,Energy Level Category,Trainability Value,Trainability Category,Demeanor Value,Demeanor Category
280,Very High,Apartment,Very Low,Part-time,Expert,113,"German Longhaired Pointers are a gun dog and as such, they are expected to search, point, track and retrieve game. They can excel in all types of hunting situations: waterfowl hunting, searching for upland game birds, or retrieving furred game in the woods or prairies, typically rabbit and squirrel in North America. They have a unique ability in being able to switch from a calm household pet to a fiery, passionate hunter. Having been bred for hunting for over a century, they are a superior, tried and tested hunting companion. Club: German Longhaired Pointer Club of North AmericaName: Del Peterson, PresidentPhone: 509-697-3972Email: glpcna@germanlonghairpointers.com A good way to describe the German Longhaired Pointer is that, in appearance, it’s Continental Europe’s version of a Setter: a pointing dog with full tail and a long coat with dense guard hairs and a moderate undercoat. One noteworthy difference is the GLP’s affection for swimming and, therefore, waterfowl hunting. Coat color reflects the mixture of markings similar to a German Shorthaired Pointer.","Versatile, Calm, Family-Oriented",,55.88,71.12,24.947580350000003,36.287389600000004,12,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0,,0.8,Energetic,1,Eager to Please,0.8,Friendly
281,Very Low,Urban,Medium,Minimal,First-time owner,33,"The stirring silhouette of a Belgian Sheepdog conveys both elegance and muscular determination. A handsome feature of the breed is the exceedingly proud carriage of the head and neck. A male might stand 26 inches at the shoulder; females are smaller. The dark eyes sparkle with a questioning intelligence, and the black coat is abundant, from the neck’s “collarette” to the “breeches” of the hindquarters. In all ways, Belgian Sheepdogs are bright-eyed and bushy-tailed.In any sport or activity, a Belgian will always give 100 percent. In turn, owners tend to form a special bond with their eager workaholics. As one devotee puts it, Belgians “inspire such intense loyalty because they themselves live and love with such great passion.” The Belgian Sheepdog is a highly trainable herder whose versatility and intelligence is the stuff of canine legend. This is a breed built for hard work, and plenty of it. These sensitive souls crave human companionship and abhor neglect.","Bright, Watchful, Serious-Minded",125,55.88,66.04,20.41165665,34.01942775,12,14,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.4,Reserved with Strangers
282,Moderate,Urban,Low,Full-time,Experienced,9,"American Foxhounds are sleek, rangy hunters known for their speed, endurance, and work ethic. You can tell the American Foxhound apart from their British cousin the English Foxhound by length of leg—the American’s legs are longer and more finely boned—and by the American’s slightly arched loin (back end). American Foxhounds have large, soft eyes with an expression described as gentle and pleading.So far, so good. But Foxhounds come with special considerations. They need lots of exercise or they can get depressed and destructive. A Foxhound’s single-minded prey drive must be managed. Their loud bawling is melodious to hound lovers but can be a nuisance to neighbors, and training and housebreaking these independent souls can be a steep challenge for novice owners. American Foxhounds are good-natured, low-maintenance hounds who get on well with kids, dogs, even cats, but come with special considerations for prospective owners. They are closely associated with Revolutionary heroes and the rolling estates of old Virginia.","Independent, Easy-Going, Sweet-Tempered",186,53.34,63.5,27.2155422,31.751465900000003,11,13,Hound Group,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.8,Friendly
283,Very Low,Rural,Medium,Part-time,Experienced,13,"American Water Spaniels are muscular midsize gundogs, not flashy in looks or performance, and recognizable by a luscious brown coat that is either tightly curled or wavy. Bred to work the icy waters and marshy banks of the Great Lakes region, these spaniels are ideally outfitted for the job: The coat is dense and waterproof, the feet are thickly padded, the toes are webbed, and the body is small enough for the dog to hop in and out of a skiff without rocking the boat. The breed’s admirers describe a merry, intelligent, and versatile spaniel suited to a variety of dog sports. As hunters, they combine the working traits of spaniels and retrievers. The key to the American Water Spaniel’s happiness is activity, especially alongside their adored human. An underemployed dog can be barky and destructive. The American Water Spaniel, native to the lake country of the upper Midwest, is an upbeat, outdoorsy athlete who loves to hunt and swim. They are known to be happy, eager, and charming, though aloof with strangers and a bit stubborn.","Eager, Happy, Charming",166,38.1,45.72,11.33980925,20.41165665,10,14,Sporting Group,0.6,2-3 Times a Week Brushing,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
284,Moderate,House,High,Minimal,First-time owner,162,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.","Gentle, Playful, Charming",37,17.78,22.86,3.17514659,3.17514659,12,15,Toy Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
285,Very Low,Urban,Low,Full-time,First-time owner,44,"There’s a no-frills, no-nonsense quality to this sleek-coated avenger, who might stand as high as 27 inches at the shoulder and weigh as much as you do. A broad and blocky head, powerful jaws, and thick muscles from neck to rump mark it as a descendant of the ancient “molloser” dog family, the foundation of today’s mastiff-type breeds. In motion, the Boerboel just might be the most agile of all mastiff types.The imposing Boerboel is devoted to protecting the people and places he loves. Training and socialization should begin early, before a pup becomes a dominant adult. This is a trainable, versatile breed, eager to spend time with their adored humans. Still, a Boerboel might be way too much dog for the novice owner to handle. Boerboels are intimidating but discerning guardians of home and family who learned their trade while protecting remote South African homesteads from ferocious predators. They are dominant and confident, also bright and eager to learn.","Confident, Intelligent, Calm",121,55.88,68.58,68.0388555,90.718474,9,11,Working Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.4,Calm,0.6,Agreeable,0.4,Reserved with Strangers
286,Very Low,House,Medium,Minimal,Experienced,47,"Borders are athletic, medium-sized herders standing 18 to 22 inches at the shoulder. The overall look is that of a muscular but nimble worker unspoiled by passing fads. Both the rough coat and the smooth coat come in a variety of colors and patterns.The almond eyes are the focus of an intelligent expression—an intense gaze, the Border’s famous “herding eye”, is a breed hallmark. On the move, Borders are among the canine kingdom’s most agile, balanced, and durable citizens.The intelligence, athleticism, and trainability of Borders have a perfect outlet in agility training. Having a job to perform, like agility—or herding or obedience work—is key to Border happiness. Amiable among friends, they may be reserved with strangers. A remarkably bright workaholic, the Border Collie is an amazing dog—maybe a bit too amazing for owners without the time, energy, or means to keep it occupied. These energetic dogs will settle down for cuddle time when the workday is done.","Affectionate, Smart, Energetic",35,45.72,55.88,13.6077711,24.947580350000003,12,15,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,1,Needs Lots of Activity,1,Eager to Please,0.4,Reserved with Strangers
287,Very High,Rural,Very High,Limited,First-time owner,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
288,Very Low,Apartment,Medium,Part-time,First-time owner,60,"With this breed, you get a big personality in a 5-to-15-pound package. One look into his big, human-like eyes, and you’ll be smitten. Griffs come in four colors—red, black-and-reddish-brown (called belge), black and tan, and black—and in smooth coats (like a Pug) or rough coats (like a Schnauzer). Their black muzzle and whiskers earned them the nickname “bearded dogs” in old folk songs.The Griff’s big black eyes—described as “almost human”—coupled with a fringed beard and mustache covering his short muzzle, gives him the air of a worldly, French-speaking philosopher. The Griff’s body is thickset and sturdy, and he moves with the purposeful trot of a fellow who knows what he wants.Griffs are alert, sociable, and easily trained. Although playful and energetic, their small size and sensitive nature make them a poor choice as roughhousing playmates for kids. They have a low threshold for loneliness and will stick close to their special human, providing years of love and laughter. Tipping the scales at no more than 12 pounds, this human-like toy of complex character has enough personality for 10 ordinary dogs. A sensitive companion for discerning grownups, the Brussels Griffon is smart, devoted, and comically self-important.","Loyal, Alert, Curious",98,17.78,25.4,3.62873896,4.535923700000001,12,15,Toy Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly
289,Moderate,Rural,Very High,Part-time,Experienced,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
290,Low,Apartment,Very Low,Part-time,First-time owner,94,"The ideal Dogo Argentino is a study in harmony. He is large, powerful, and athletic. His strong head is supported by a thick, but elegant neck that connects to a balanced body, which is sustained by straight, substantial forelegs and very muscular, medium-angulated hindquarters. The Dogo gives the impression of explosive power and energy. Developed to find, chase and catch dangerous game the Dogo must have a good nose, great lung capacity, and a powerful, yet agile, muscular build. His expression is alert and intelligent, with a marked hardness. The Dogo is instantly identifiable by his short, completely white coat. The Dogo Argentino is a pack-hunting dog, bred for the pursuit of big-game such as wild boar and puma, and possesses the strength, intelligence and quick responsiveness of a serious athlete. His short, plain and smooth coat is completely white, but a dark patch near the eye is permitted as long as it doesn't cover more than 10% of the head.","Friendly, Cheerful, Humble",of,60.96,67.31,39.916128560000004,45.359237,9,15,Working Group,0.2,Occasional Bath/Brush,0.2,Infrequent,1,Needs Lots of Activity,0,,0,
291,Very Low,House,High,Full-time,First-time owner,162,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.","Gentle, Playful, Charming",37,17.78,22.86,3.17514659,3.17514659,12,15,Toy Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
292,Very High,Apartment,Medium,Full-time,Experienced,209,"The Pyrenean Mastiff is friendly towards humans, calm, noble and very intelligent. At the same time, he is courageous and proud towards strangers, from whom he never backs away. In his behavior towards other dogs, he is good-natured and aware of his superior strength. Though he will do his job to alert when strangers or animals come around, he is not known for being an incessant barker. As a guardian breed, the Pyrenean Mastiff has a very low prey drive and, therefore, loves and protects all creatures, human and animal alike. They love children and welcome friends and family, and only feel the need to protect when its a real threat. All that love can get a bit messy though; just like any mastiff, they do drool and quite profusely when exposed to heat, food, or water.  Club Contact DetailsPyrenean Mastiff USA ClubEmail: pmusa@pyreneanmastiffclubs.orgPhone: 214-489-7466 A centuries-old, rare breed from the Pyrenees Mountains in Spain, this livestock guardian protected flocks from wolves, bears and thieves. Today, while it is still an effective guardian, many families have found the joy of owning the gentle and loving, yet independent, Pyrenean Mastiff.","Gentle, Brave, Noble",,63.5,78.74,54.4310844,108.8621688,10,13,Foundation Stock Service,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.4,Calm,0,,0,
293,Moderate,House,Medium,Limited,Experienced,182,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10,12,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
294,Low,House,Very Low,Minimal,Experienced,205,"The Pudelpointer originated in Germany, created by crossing the Poodle with the Pointer. A versatile, genetically sound and healthy gun dog emerged from this cross and the breed is useful for all kinds of work in the fields, woods and water. His coat can be wire-haired, smooth/short, or rough and his coat color ranges from light brown to black. He may also have small white markings. The Pudelpointer is a calm, self-controlled, versatile gun dog with a distinct hunting instinct and lacks game or gun shyness. In his native country of Germany, he has always ranked high in performance tests and in the field. This breed is enjoyed and valued for its desire and drive.","Friendly, Smart, Willing to Please",,55.88,66.04,20.41165665,31.751465900000003,14,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0,,0,
295,Moderate,House,Low,Full-time,Expert,239,"Also known as the Slovakian Hound, Slovak Hound, or the Slovensky Kopov is a medium-sized scent hound with a relatively light, but solid, build. His coat is of medium coarseness, close-fitting, dense, and always solid black with tan markings. It is an extremely intelligent breed with an excellent sense of smell and direction. Where he is known, he dominates the world of hunting by his endurance, character, and great courage. Club Contact DetailsName: Vladimir SkalaAddress: 3734 N Lockwood Ave, Chicago, IL 60641 This spirited, persistent hunter will follow a scent for hours. The Slovensky Kopov is a hardy, hardworking breed that is also known for its courage and great endurance and was originally developed to hunt wild boar.","Courageous, Alert, Determined",,40.64,50.8,14.968548210000002,19.958064280000002,12,13,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0,,0,
296,Very High,Urban,Low,Minimal,Expert,141,"IGs are Greyhounds in miniature—more slender, but a Greyhound’s equal in grace and elegance. Standing ideally 13 to 15 inches at the shoulder, they present the sleek, curving lines common to all coursing hounds. Distinguishing features are the long, fine-boned legs.IGs combine the attentiveness of lapdogs with the complexity of ancient, aristocratic hounds. Bred for centuries to be doting companions and jesters, these high-stepping charmers refuse to be ignored. “On the whole,” writes an IG expert, “the breed would much rather be in your lap or bed than on the floor.” They are, though, true sighthounds and will bolt after quick-moving prey at the drop of a cat. A short-coat, low-fat breed, IGs require extra care in cold weather A true Greyhound in miniature, the elegant Italian Greyhound is an alert, playful, and highly affectionate toy companion. IGs make decorative couch dogs, but at heart they are flash-and-dash coursing hounds with an instinct for pursuit.","Playful, Alert, Sensitive",73,33.02,38.1,3.17514659,6.35029318,14,15,Toy Group,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.2,Aloof/Wary
297,Low,Rural,Medium,Limited,Experienced,37,"The Bernese Mountain Dog is a large, sturdy worker who can stand over 27 inches at the shoulder. The thick, silky, and moderately long coat is tricolored: jet black, clear white, and rust. The distinctive markings on the coat and face are breed hallmarks and, combined with the intelligent gleam in the dark eyes, add to the Berner’s aura of majestic nobility. A hardy dog who thrives in cold weather, the Berner’s brain and brawn helped him multitask on the farms and pastures of Switzerland.Berners get along with the entire family and are particularly gentle with children, but they will often become more attached to one lucky human. Berners are imposing but not threatening, and they maintain an aloof dignity with strangers. Big, powerful, and built for hard work, the Bernese Mountain Dog is also strikingly beautiful and blessed with a sweet, affectionate nature. Berners are generally placid but are always up for a romp with the owner, whom they live to please.","Good-Natured, Calm, Strong",22,58.42,69.85,31.751465900000003,52.163122550000004,7,10,Working Group,0.6,2-3 Times a Week Brushing,1,Frequent,0.8,Energetic,0.8,Easy Training,0.4,Reserved with Strangers
298,High,Apartment,Medium,Part-time,Expert,70,"Caucasian Shepherd dogs were used for centuries to protect properties from trespassers, guard livestock from large and small predators such as wolves and coyotes, and for many other duties. In modern days, especially in the West, they’re most commonly companions and watchdogs. There is a great variety of types among the Caucasian dogs depending on their home region. For almost a century, there has been two breed types and standards: The Mountain type, which is long-coated and has a heavier body mass than the Steppe type, a shorter-coated dog with a lighter body mass. Other names for the breed include Caucasian Ovcharka, Caucasian Sheepdog, Kawkasky Owtscharka, and Kaukasische Schaferhund. The Caucasian Shepherd dog is a serious guardian breed and should never be taken lightly. The Caucasian is bold, fearless, self-confident and fierce when a threat is present, but he is soft, devoted, kind and endearing to his family, including other family pets.","Fearless, Bold, Kind",,58.42,76.2,44.905644630000005,77.1107029,10,12,Foundation Stock Service,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.4,Calm,0.4,Independent,0.2,Aloof/Wary
299,Low,Urban,Low,Minimal,Experienced,199,"Elegant, proud, graceful, cat-like and stunningly gorgeous, the Porcelaine is never shy or timid and always eager for a pat on the head or a hug. His nature makes him an excellent candidate for medical therapy, medical alert, medical service, police public relations, and search and rescue. The Porcelaine is primarily a hunting dog breed, originating from a mixture of highly intelligent French and English scent hounds. That said, you must remember that any breed with a high prey drive will require careful consideration in housing and handling. Another charming aspect of the breed is that they tend to be quiet indoors or in their kennel, but do have a beautiful melodious baying call. They are not nuisance barkers. The Porcelaine is elegant, energetic, and a fierce hunter; he is used for small game, driving it to waiting guns. He is very fond of his owners, family, friends and children and he loves to take part in all family activities. He excels as a house pet and is easily crate trained and housebroken.","Independent, Energetic, Powerful",,55.88,58.42,24.947580350000003,28.12272694,12,13,Foundation Stock Service,0.2,Occasional Bath/Brush,0,,0.8,Energetic,0,,0.6,Alert/Responsive
300,Moderate,Urban,High,Limited,First-time owner,162,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.","Gentle, Playful, Charming",37,17.78,22.86,3.17514659,3.17514659,12,15,Toy Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
301,Moderate,Apartment,Very Low,Full-time,Experienced,133,"Physically, Hovawarts are large, heavy-boned dogs that have been bred to be intelligent guardians of livestock and the home. They come in three colors: blonde, black and tan, and black. They are alert, faithful, trustworthy, extremely intelligent, fun-loving, and stubborn. A Hovawart likes to have a job to do, or he will use his creative nature to find one. They take approximately two years to mature. Currently, Hovawarts in North America are participating in search and rescue organizations, therapy dog activities, obedience trials, agility trials, flyball and service dog training. Owning a Hovawart can be quite a challenge, and they require significant time and attention from their owners, so they are not recommended for first-time dog owners. However, for an owner who is willing to expend the effort to teach their dog appropriate behaviors in different situations, the reward is a faithful companion. The Hovawart is a family dog. It develops a strong bond to its “pack” and must be a part of the family life; it needs to bond closely with the owner/family.  If it has been well integrated into the family, it does not mind spending the occasional hour in a kennel. Club Contact DetailsClub: Hovawart Club of North AmericaEmail: info@hovawartclub.org The Hovawart is a medium-temperament working dog with versatile usage and has a very good nose. He is kind, has an even disposition and protective instinct, is self-confident and has the ability to take stress. His balanced body proportions and special devotion to his family make him an outstanding companion, watch, guard, tracking and rescue-dog.","Alert, Faithful, Intelligent",,58.42,71.12,29.48350405,40.8233133,10,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.4,Reserved with Strangers
302,Low,House,Very Low,Minimal,Expert,44,"There’s a no-frills, no-nonsense quality to this sleek-coated avenger, who might stand as high as 27 inches at the shoulder and weigh as much as you do. A broad and blocky head, powerful jaws, and thick muscles from neck to rump mark it as a descendant of the ancient “molloser” dog family, the foundation of today’s mastiff-type breeds. In motion, the Boerboel just might be the most agile of all mastiff types.The imposing Boerboel is devoted to protecting the people and places he loves. Training and socialization should begin early, before a pup becomes a dominant adult. This is a trainable, versatile breed, eager to spend time with their adored humans. Still, a Boerboel might be way too much dog for the novice owner to handle. Boerboels are intimidating but discerning guardians of home and family who learned their trade while protecting remote South African homesteads from ferocious predators. They are dominant and confident, also bright and eager to learn.","Confident, Intelligent, Calm",121,55.88,68.58,68.0388555,90.718474,9,11,Working Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.4,Calm,0.6,Agreeable,0.4,Reserved with Strangers
303,Very High,House,Very High,Part-time,Experienced,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
304,Very High,Apartment,High,Part-time,Experienced,28,"Standing 20 to 22 inches at the shoulder and covered head to tail in a shaggy double coat, Beardies bear a passing resemblance to another British favorite, the Old English Sheepdog. Beneath the coats, Beardies are the more lean and angular of the two. The lavish facial hair shouldn’t obscure the characteristic expression: a dreamy, faraway gaze.These rambunctious comics can be a handful—but mostly, Beardies are approximately 50 pounds of heart, energy, and laughter. Well-socialized Beardies will get on nicely with other animals and kids. They bore easily, and training must be kept interesting. Outdoorsy families looking for a sturdy dog to share an uptempo lifestyle will never find a more affectionate and amusing sidekick. A boisterous and charismatic droving dog from Scotland, the shaggy-coated Bearded Collie (“Beardie” to his friends) enjoys outdoor exercise in all weather. Bred to be independent decision-makers, they can be willful but are always friendly.","Smart, Bouncy, Charismatic",127,50.8,55.88,20.41165665,24.947580350000003,12,14,Herding Group,0.8,Daily Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,1,Outgoing
305,High,House,Very Low,Part-time,First-time owner,111,"The French Bulldog resembles a Bulldog in miniature, except for the large, erect “bat ears” that are the breed’s trademark feature. The head is large and square, with heavy wrinkles rolled above the extremely short nose. The body beneath the smooth, brilliant coat is compact and muscular.The bright, affectionate Frenchie is a charmer. Dogs of few words, Frenchies don’t bark much—but their alertness makes them excellent watchdogs. They happily adapt to life with singles, couples, or families, and do not require a lot of outdoor exercise. They get on well with other animals and enjoy making new friends of the human variety. It is no wonder that city folk from Paris to Peoria swear by this vastly amusing and companionable breed. The one-of-a-kind French Bulldog, with his large bat ears and even disposition, is one of the world’s most popular small-dog breeds, especially among city dwellers. The Frenchie is playful, alert, adaptable, and completely irresistible.","Adaptable, Playful, Smart",4,27.94,33.02,12.70058636,12.70058636,10,12,Non-Sporting Group,0.2,Occasional Bath/Brush,0.8,Regularly,0.4,Calm,0.6,Agreeable,0.6,Alert/Responsive
306,Low,House,Very High,Part-time,Expert,198,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. With an abundance of steady character and intelligence, the Toy Poodle is a “person” and expects to be treated like one. Despite his diminutive size, the Toy Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Agile, Intelligent, Self-Confident",7,25.4,25.4,1.81436948,2.7215542200000002,10,18,Toy Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
307,Low,House,Very High,Minimal,Expert,198,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. With an abundance of steady character and intelligence, the Toy Poodle is a “person” and expects to be treated like one. Despite his diminutive size, the Toy Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Agile, Intelligent, Self-Confident",7,25.4,25.4,1.81436948,2.7215542200000002,10,18,Toy Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
308,High,Rural,Very High,Minimal,First-time owner,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
